media_id,media_type,status,status_reason,source_name,organization,title,url,thumbnail_url,thumbnail_resolution,segment,hypothesis,view_count,like_count,comment_count,like_rate_pct,comment_rate_pct,category,relevance_score,reliability_score,authenticity_score,text_summary,scraped_at
video_039_hV-RWPE2iQI,video,include,,Tata Starbus Low Floor Buses | Best Electric Bus in India | Tata Motors,Tata Motors,Tata Starbus Low Floor Buses | Best Electric Bus in India | Tata Motors,https://www.youtube.com/watch?v=hV-RWPE2iQI,https://img.youtube.com/vi/hV-RWPE2iQI/maxresdefault.jpg,maxresdefault,General/OEM,H2,411230,6409,,1.558,,Video - YouTube,,,75,"YouTube video: ""Tata Starbus Low Floor Buses | Best Electric Bus in India | Tata Motors"" by Tata Motors. Segment: General/OEM; hypothesis H2. Engagement: 411,230 views, 6,409 likes (like rate 1.558%).",2026-07-18T09:32:42.925838+00:00
video_040_MUkp9DEh7tw,video,include,,Revolutionise Your Commute with Tata Ultra EV 7M,Tata Motors Commercial Vehicles,Revolutionise Your Commute with Tata Ultra EV 7M,https://www.youtube.com/watch?v=MUkp9DEh7tw,https://img.youtube.com/vi/MUkp9DEh7tw/maxresdefault.jpg,maxresdefault,General/OEM,H2,4697,42,8,0.894,0.17,Video - YouTube,,,75,"YouTube video: ""Revolutionise Your Commute with Tata Ultra EV 7M"" by Tata Motors Commercial Vehicles. Segment: General/OEM; hypothesis H2. Engagement: 4,697 views, 42 likes, 8 comments (like rate 0.894%).",2026-07-18T09:32:42.925838+00:00
video_041_sRm22Kgscjo,video,include,,TATA Ultra Electric Bus & Mini Hybrid Bus With All Luxurious Features [HR CARS],HR Cars,TATA Ultra Electric Bus & Mini Hybrid Bus With All Luxurious Features [HR CARS],https://www.youtube.com/watch?v=sRm22Kgscjo,https://img.youtube.com/vi/sRm22Kgscjo/maxresdefault.jpg,maxresdefault,General/OEM,H2,1026,14,,1.365,,Video - YouTube,,,75,"YouTube video: ""TATA Ultra Electric Bus & Mini Hybrid Bus With All Luxurious Features [HR CARS]"" by HR Cars. Segment: General/OEM; hypothesis H2. Engagement: 1,026 views, 14 likes (like rate 1.365%).",2026-07-18T09:32:42.925838+00:00
video_042_broqExTh6RM,video,include,,Tata Ultra Electric Bus at 2016 Auto Expo,2016 Auto Expo,Tata Ultra Electric Bus at 2016 Auto Expo,https://www.youtube.com/watch?v=broqExTh6RM,https://img.youtube.com/vi/broqExTh6RM/hqdefault.jpg,hqdefault,General/OEM,H2,39941,239,10,0.598,0.025,Video - YouTube,,,75,"YouTube video: ""Tata Ultra Electric Bus at 2016 Auto Expo"" by 2016 Auto Expo. Segment: General/OEM; hypothesis H2. Engagement: 39,941 views, 239 likes, 10 comments (like rate 0.598%).",2026-07-18T09:32:42.925838+00:00
video_043_pGt8Mqh5viM,video,include,,"Introducing Tata Ultra EV9 | Modern, eco-friendly, and comfortable urban commute | Better always",Tata Motors Commercial Vehicles,"Introducing Tata Ultra EV9 | Modern, eco-friendly, and comfortable urban commute | Better always",https://www.youtube.com/watch?v=pGt8Mqh5viM,https://img.youtube.com/vi/pGt8Mqh5viM/maxresdefault.jpg,maxresdefault,General/OEM,H2,157969,1354,3,0.857,0.002,Video - YouTube,,,75,"YouTube video: ""Introducing Tata Ultra EV9 | Modern, eco-friendly, and comfortable urban commute | Better always"" by Tata Motors Commercial Vehicles. Segment: General/OEM; hypothesis H2. Engagement: 157,969 views, 1,354 likes, 3 comments (like rate 0.857%).",2026-07-18T09:32:42.925838+00:00
video_044_Vf-pkQU2HWA,video,include,,Shuttl - Stress FREE office commute in Delhi-NCR,Shuttl,Shuttl - Stress FREE office commute in Delhi-NCR,https://www.youtube.com/watch?v=Vf-pkQU2HWA,https://img.youtube.com/vi/Vf-pkQU2HWA/maxresdefault.jpg,maxresdefault,Employee Transport,H1,6064,2,1,0.033,0.016,Video - YouTube,,,75,"YouTube video: ""Shuttl - Stress FREE office commute in Delhi-NCR"" by Shuttl. Segment: Employee Transport; hypothesis H1. Engagement: 6,064 views, 2 likes, 1 comments (like rate 0.033%).",2026-07-18T09:32:42.925838+00:00
video_045_hUDsdJtP1Ro,video,include,,14 Seater Enclosed Electric Shuttle Bus SD-14C - XUNHU EV,XUNHU Electric Vehicles,14 Seater Enclosed Electric Shuttle Bus SD-14C - XUNHU EV,https://www.youtube.com/watch?v=hUDsdJtP1Ro,https://img.youtube.com/vi/hUDsdJtP1Ro/maxresdefault.jpg,maxresdefault,Employee Transport,H1,40237,240,3,0.596,0.007,Video - YouTube,,,75,"YouTube video: ""14 Seater Enclosed Electric Shuttle Bus SD-14C - XUNHU EV"" by XUNHU Electric Vehicles. Segment: Employee Transport; hypothesis H1. Engagement: 40,237 views, 240 likes, 3 comments (like rate 0.596%).",2026-07-18T09:32:42.925838+00:00
video_046_8XLnRe8NqoI,video,include,,Electric Buses in India Explained ⚡🚍 | Future of Bus Travel | The Purple Story | Abhibus Podcast,abhibus,Electric Buses in India Explained ⚡🚍 | Future of Bus Travel | The Purple Story | Abhibus Podcast,https://www.youtube.com/watch?v=8XLnRe8NqoI,https://img.youtube.com/vi/8XLnRe8NqoI/maxresdefault.jpg,maxresdefault,Employee Transport,H1,331846,188,2,0.057,0.001,Video - YouTube,,,75,"YouTube video: ""Electric Buses in India Explained ⚡🚍 | Future of Bus Travel | The Purple Story | Abhibus Podcast"" by abhibus. Segment: Employee Transport; hypothesis H1. Engagement: 331,846 views, 188 likes, 2 comments (like rate 0.057%).",2026-07-18T09:32:42.925838+00:00
video_047_hFvd8sINKOk,video,include,,5 EV Bus Stocks in India to Watch,Equitymaster,5 EV Bus Stocks in India to Watch,https://www.youtube.com/watch?v=hFvd8sINKOk,https://img.youtube.com/vi/hFvd8sINKOk/maxresdefault.jpg,maxresdefault,Employee Transport,H1,3802,112,5,2.946,0.132,Video - YouTube,,,75,"YouTube video: ""5 EV Bus Stocks in India to Watch"" by Equitymaster. Segment: Employee Transport; hypothesis H1. Engagement: 3,802 views, 112 likes, 5 comments (like rate 2.946%).",2026-07-18T09:32:42.925838+00:00
video_048_ZSItMXnhiXM,video,include,,electric passenger van,STING HOLDINGS,electric passenger van,https://www.youtube.com/watch?v=ZSItMXnhiXM,https://img.youtube.com/vi/ZSItMXnhiXM/maxresdefault.jpg,maxresdefault,Employee Transport,H1,5842,53,7,0.907,0.12,Video - YouTube,,,75,"YouTube video: ""electric passenger van"" by STING HOLDINGS. Segment: Employee Transport; hypothesis H1. Engagement: 5,842 views, 53 likes, 7 comments (like rate 0.907%).",2026-07-18T09:32:42.925838+00:00
video_049_ruVbfSc2dxk,video,include,,New Tata Winger Plus Black Launched || Corporate Edition.,Auto Gear India,New Tata Winger Plus Black Launched || Corporate Edition.,https://www.youtube.com/watch?v=ruVbfSc2dxk,https://img.youtube.com/vi/ruVbfSc2dxk/maxresdefault.jpg,maxresdefault,Employee Transport,H1,21996,313,19,1.423,0.086,Video - YouTube,,,75,"YouTube video: ""New Tata Winger Plus Black Launched || Corporate Edition."" by Auto Gear India. Segment: Employee Transport; hypothesis H1. Engagement: 21,996 views, 313 likes, 19 comments (like rate 1.423%).",2026-07-18T09:32:42.925838+00:00
video_050_GOyW5J_h4ek,video,include,,TM Ultra EV BUS,Mangorange Productions,TM Ultra EV BUS,https://www.youtube.com/watch?v=GOyW5J_h4ek,https://img.youtube.com/vi/GOyW5J_h4ek/maxresdefault.jpg,maxresdefault,General/OEM,H2,1424,32,,2.247,,Video - YouTube,,,75,"YouTube video: ""TM Ultra EV BUS"" by Mangorange Productions. Segment: General/OEM; hypothesis H2. Engagement: 1,424 views, 32 likes (like rate 2.247%).",2026-07-18T09:32:42.925838+00:00
video_051_rpwHjs3aQpo,video,include,,Tata Ultra T.7 Electric Truck | Auto Expo 2020 | Motown India,Motown India,Tata Ultra T.7 Electric Truck | Auto Expo 2020 | Motown India,https://www.youtube.com/watch?v=rpwHjs3aQpo,https://img.youtube.com/vi/rpwHjs3aQpo/maxresdefault.jpg,maxresdefault,General/OEM,H2,4378,54,2,1.233,0.046,Video - YouTube,,,75,"YouTube video: ""Tata Ultra T.7 Electric Truck | Auto Expo 2020 | Motown India"" by Motown India. Segment: General/OEM; hypothesis H2. Engagement: 4,378 views, 54 likes, 2 comments (like rate 1.233%).",2026-07-18T09:32:42.925838+00:00
video_052_8k2WTWffOqk,video,review,"marginal: e-scooters on Swedish regional buses, non-India context",Travel tip - Bring electric scooters in our vehicles,Länstrafiken Örebro,Travel tip - Bring electric scooters in our vehicles,https://www.youtube.com/watch?v=8k2WTWffOqk,https://img.youtube.com/vi/8k2WTWffOqk/hqdefault.jpg,hqdefault,Employee Transport,H1,8822,69,,0.782,,Video - YouTube,,,75,"YouTube video: ""Travel tip - Bring electric scooters in our vehicles"" by Länstrafiken Örebro. Segment: Employee Transport; hypothesis H1. Engagement: 8,822 views, 69 likes (like rate 0.782%).",2026-07-18T09:32:42.925838+00:00
video_053_N9li6lybWMQ,video,include,,ELECTRIC BUS,UTTAM AUTO DIAGNOSTIC CENTER,ELECTRIC BUS,https://www.youtube.com/watch?v=N9li6lybWMQ,https://img.youtube.com/vi/N9li6lybWMQ/hqdefault.jpg,hqdefault,General,H1,6114,,1,,0.016,Video - YouTube,,,75,"YouTube video: ""ELECTRIC BUS"" by UTTAM AUTO DIAGNOSTIC CENTER. Segment: General; hypothesis H1. Engagement: 6,114 views, 1 comments.",2026-07-18T09:32:42.925838+00:00
video_054_vU3nwIOHNvA,video,include,,Better Bus Challenge - An Overview,WRI India,Better Bus Challenge - An Overview,https://www.youtube.com/watch?v=vU3nwIOHNvA,https://img.youtube.com/vi/vU3nwIOHNvA/maxresdefault.jpg,maxresdefault,Employee Transport,H1,1756,32,1,1.822,0.057,Video - YouTube,,,75,"YouTube video: ""Better Bus Challenge - An Overview"" by WRI India. Segment: Employee Transport; hypothesis H1. Engagement: 1,756 views, 32 likes, 1 comments (like rate 1.822%).",2026-07-18T09:32:42.925838+00:00
video_055_VXZuoGEOXC8,video,include,,Modi Inaugurates Electric Bus Prototype,The Quint,Modi Inaugurates Electric Bus Prototype,https://www.youtube.com/watch?v=VXZuoGEOXC8,https://img.youtube.com/vi/VXZuoGEOXC8/maxresdefault.jpg,maxresdefault,Employee Transport,H1,1482,16,,1.08,,Video - YouTube,,,75,"YouTube video: ""Modi Inaugurates Electric Bus Prototype"" by The Quint. Segment: Employee Transport; hypothesis H1. Engagement: 1,482 views, 16 likes (like rate 1.08%).",2026-07-18T09:32:42.925838+00:00
video_056_ofJPzLihUGU,video,exclude,"off-topic: workplace privacy protest news, no EV-bus content",Women workers at TATA Electronics protest after camera found in hostel bathroom in Hosur,The Hindu,Women workers at TATA Electronics protest after camera found in hostel bathroom in Hosur,https://www.youtube.com/watch?v=ofJPzLihUGU,https://img.youtube.com/vi/ofJPzLihUGU/maxresdefault.jpg,maxresdefault,Employee Transport,H1,10933,49,4,0.448,0.037,Video - YouTube,,,75,"YouTube video: ""Women workers at TATA Electronics protest after camera found in hostel bathroom in Hosur"" by The Hindu. Segment: Employee Transport; hypothesis H1. Engagement: 10,933 views, 49 likes, 4 comments (like rate 0.448%).",2026-07-18T09:32:42.925838+00:00
video_057_1ihiq-SXPI8,video,include,,Buses - New TATA marcopolo Electric AC Bus (BEST Sion Mumbai)(Inside view),AMIT KASALE,Buses - New TATA marcopolo Electric AC Bus (BEST Sion Mumbai)(Inside view),https://www.youtube.com/watch?v=1ihiq-SXPI8,https://img.youtube.com/vi/1ihiq-SXPI8/hqdefault.jpg,hqdefault,Employee Transport,H1,1116,6,4,0.538,0.358,Video - YouTube,,,75,"YouTube video: ""Buses - New TATA marcopolo Electric AC Bus (BEST Sion Mumbai)(Inside view)"" by AMIT KASALE. Segment: Employee Transport; hypothesis H1. Engagement: 1,116 views, 6 likes, 4 comments (like rate 0.538%).",2026-07-18T09:32:42.925838+00:00
video_058_ka2kD1GfdJ8,video,include,,Shuttl comes to Chennai,Shuttl,Shuttl comes to Chennai,https://www.youtube.com/watch?v=ka2kD1GfdJ8,https://img.youtube.com/vi/ka2kD1GfdJ8/maxresdefault.jpg,maxresdefault,Employee Transport,H1,365411,7,,0.002,,Video - YouTube,,,75,"YouTube video: ""Shuttl comes to Chennai"" by Shuttl. Segment: Employee Transport; hypothesis H1. Engagement: 365,411 views, 7 likes (like rate 0.002%).",2026-07-18T09:32:42.925838+00:00
video_059_SSL1DDvXWJA,video,include,,IT Electric Bus Inauguration Ceremony at Infosys Ltd. | PMPML Pune,PMPML Pune,IT Electric Bus Inauguration Ceremony at Infosys Ltd. | PMPML Pune,https://www.youtube.com/watch?v=SSL1DDvXWJA,https://img.youtube.com/vi/SSL1DDvXWJA/maxresdefault.jpg,maxresdefault,Employee Transport,H1,1796,40,1,2.227,0.056,Video - YouTube,,,75,"YouTube video: ""IT Electric Bus Inauguration Ceremony at Infosys Ltd. | PMPML Pune"" by PMPML Pune. Segment: Employee Transport; hypothesis H1. Engagement: 1,796 views, 40 likes, 1 comments (like rate 2.227%).",2026-07-18T09:32:42.925838+00:00
video_060_2eNXB3Cw_2c,video,include,,. Why Tata Ultra Electric Bus is the Future of Public Transport,Redline Review,. Why Tata Ultra Electric Bus is the Future of Public Transport,https://www.youtube.com/watch?v=2eNXB3Cw_2c,https://img.youtube.com/vi/2eNXB3Cw_2c/maxresdefault.jpg,maxresdefault,General/OEM,H2,202,2,,0.99,,Video - YouTube,,,70,"YouTube video: "". Why Tata Ultra Electric Bus is the Future of Public Transport"" by Redline Review. Segment: General/OEM; hypothesis H2. Engagement: 202 views, 2 likes (like rate 0.99%).",2026-07-18T09:32:42.925838+00:00
video_061_CJOlPQOvryo,video,include,,"""Tata Starbus Ultra 2025 – New Features, Luxury Interior & Powerful Performance!""",SmartDrive Reviews,"""Tata Starbus Ultra 2025 – New Features, Luxury Interior & Powerful Performance!""",https://www.youtube.com/watch?v=CJOlPQOvryo,https://img.youtube.com/vi/CJOlPQOvryo/maxresdefault.jpg,maxresdefault,General/OEM,H2,74,,,,,Video - YouTube,,,70,"YouTube video: """"Tata Starbus Ultra 2025 – New Features, Luxury Interior & Powerful Performance!"""" by SmartDrive Reviews. Segment: General/OEM; hypothesis H2. Engagement: 74 views.",2026-07-18T09:32:42.925838+00:00
video_062_D51MDcyENn0,video,include,,"""2025 Tata Bus First Look – Electric, Hybrid & Diesel Models Explained""",AutoNova Chronicles,"""2025 Tata Bus First Look – Electric, Hybrid & Diesel Models Explained""",https://www.youtube.com/watch?v=D51MDcyENn0,https://img.youtube.com/vi/D51MDcyENn0/hqdefault.jpg,hqdefault,General/OEM,H2,99,,,,,Video - YouTube,,,70,"YouTube video: """"2025 Tata Bus First Look – Electric, Hybrid & Diesel Models Explained"""" by AutoNova Chronicles. Segment: General/OEM; hypothesis H2. Engagement: 99 views.",2026-07-18T09:32:42.925838+00:00
video_063_iMZzxWSRQYk,video,include,,New 2025 Tata Ultra Electric Bus🚎 Interior – Next-Level Comfort & Innovation first look,Auto Academy,New 2025 Tata Ultra Electric Bus🚎 Interior – Next-Level Comfort & Innovation first look,https://www.youtube.com/watch?v=iMZzxWSRQYk,https://img.youtube.com/vi/iMZzxWSRQYk/maxresdefault.jpg,maxresdefault,General/OEM,H2,183,,,,,Video - YouTube,,,70,"YouTube video: ""New 2025 Tata Ultra Electric Bus🚎 Interior – Next-Level Comfort & Innovation first look"" by Auto Academy. Segment: General/OEM; hypothesis H2. Engagement: 183 views.",2026-07-18T09:32:42.925838+00:00
video_064_4v0wnwux5HM,video,include,,New 2025 Tata Star Bus EV Finally Launched.!!!,MotoReview Hub,New 2025 Tata Star Bus EV Finally Launched.!!!,https://www.youtube.com/watch?v=4v0wnwux5HM,https://img.youtube.com/vi/4v0wnwux5HM/maxresdefault.jpg,maxresdefault,General/OEM,H2,95,,,,,Video - YouTube,,,70,"YouTube video: ""New 2025 Tata Star Bus EV Finally Launched.!!!"" by MotoReview Hub. Segment: General/OEM; hypothesis H2. Engagement: 95 views.",2026-07-18T09:32:42.925838+00:00
video_065_ECguAQmNVpI,video,include,,Electric Bus High Speed in Africa,firm studios,Electric Bus High Speed in Africa,https://www.youtube.com/watch?v=ECguAQmNVpI,https://img.youtube.com/vi/ECguAQmNVpI/maxresdefault.jpg,maxresdefault,Employee Transport,H1,678,16,12,2.36,1.77,Video - YouTube,,,70,"YouTube video: ""Electric Bus High Speed in Africa"" by firm studios. Segment: Employee Transport; hypothesis H1. Engagement: 678 views, 16 likes, 12 comments (like rate 2.36%).",2026-07-18T09:32:42.925838+00:00
video_066_XqAy_Lb5OhU,video,include,,"Introducing the ""PM E-Bus Sewa"" Scheme : A Revolutionary Step towards Green Mobility !",Richa Kejriwal,"Introducing the ""PM E-Bus Sewa"" Scheme : A Revolutionary Step towards Green Mobility !",https://www.youtube.com/watch?v=XqAy_Lb5OhU,https://img.youtube.com/vi/XqAy_Lb5OhU/maxresdefault.jpg,maxresdefault,Employee Transport,H1,69,2,,2.899,,Video - YouTube,,,70,"YouTube video: ""Introducing the ""PM E-Bus Sewa"" Scheme : A Revolutionary Step towards Green Mobility !"" by Richa Kejriwal. Segment: Employee Transport; hypothesis H1. Engagement: 69 views, 2 likes (like rate 2.899%).",2026-07-18T09:32:42.925838+00:00
video_067_FABWBPHW5S0,video,include,,SHUTTL : Gen Z Buses for Stress Free Commute to work | Startup India,LegalEase,SHUTTL : Gen Z Buses for Stress Free Commute to work | Startup India,https://www.youtube.com/watch?v=FABWBPHW5S0,https://img.youtube.com/vi/FABWBPHW5S0/maxresdefault.jpg,maxresdefault,Employee Transport,H1,124,2,,1.613,,Video - YouTube,,,70,"YouTube video: ""SHUTTL : Gen Z Buses for Stress Free Commute to work | Startup India"" by LegalEase. Segment: Employee Transport; hypothesis H1. Engagement: 124 views, 2 likes (like rate 1.613%).",2026-07-18T09:32:42.925838+00:00
video_068_oww5lfi_CiM,video,include,,🚐⚡ Tata King 20 Seater Luxury Bus Concept – India Ka Future VIP Shuttle? 😱🔥,Drive Force,🚐⚡ Tata King 20 Seater Luxury Bus Concept – India Ka Future VIP Shuttle? 😱🔥,https://www.youtube.com/watch?v=oww5lfi_CiM,https://img.youtube.com/vi/oww5lfi_CiM/maxresdefault.jpg,maxresdefault,Employee Transport,H1,450,12,,2.667,,Video - YouTube,,,70,"YouTube video: ""🚐⚡ Tata King 20 Seater Luxury Bus Concept – India Ka Future VIP Shuttle? 😱🔥"" by Drive Force. Segment: Employee Transport; hypothesis H1. Engagement: 450 views, 12 likes (like rate 2.667%).",2026-07-18T09:32:42.925838+00:00
video_069_xRUWmZWkPhs,video,include,,ఏపీఎస్‌ఆర్టీసీలో 1450 ఎలక్ట్రిక్ బస్సులు | కొత్త టెండర్లకు ప్రభుత్వం సిద్ధం!,ETV Andhra Pradesh,ఏపీఎస్‌ఆర్టీసీలో 1450 ఎలక్ట్రిక్ బస్సులు | కొత్త టెండర్లకు ప్రభుత్వం సిద్ధం!,https://www.youtube.com/watch?v=xRUWmZWkPhs,https://img.youtube.com/vi/xRUWmZWkPhs/maxresdefault.jpg,maxresdefault,Employee Transport,H1,180,3,,1.667,,Video - YouTube,,,70,"YouTube video: ""ఏపీఎస్‌ఆర్టీసీలో 1450 ఎలక్ట్రిక్ బస్సులు | కొత్త టెండర్లకు ప్రభుత్వం సిద్ధం!"" by ETV Andhra Pradesh. Segment: Employee Transport; hypothesis H1. Engagement: 180 views, 3 likes (like rate 1.667%).",2026-07-18T09:32:42.925838+00:00
video_070_uDixf7Vmw-g,video,include,,The Wait is Over! 🚀 Rydo Shuttle is Now Live in Kolkata!,Rydo Shuttle,The Wait is Over! 🚀 Rydo Shuttle is Now Live in Kolkata!,https://www.youtube.com/watch?v=uDixf7Vmw-g,https://img.youtube.com/vi/uDixf7Vmw-g/hqdefault.jpg,hqdefault,Employee Transport,H1,127,,2,,1.575,Video - YouTube,,,70,"YouTube video: ""The Wait is Over! 🚀 Rydo Shuttle is Now Live in Kolkata!"" by Rydo Shuttle. Segment: Employee Transport; hypothesis H1. Engagement: 127 views, 2 comments.",2026-07-18T09:32:42.925838+00:00
video_071_ZYCuPB5y-nQ,video,include,,These E-Buses are Viable and Sustainable,Megha Engineering and Infrastructures Ltd,These E-Buses are Viable and Sustainable,https://www.youtube.com/watch?v=ZYCuPB5y-nQ,https://img.youtube.com/vi/ZYCuPB5y-nQ/maxresdefault.jpg,maxresdefault,Employee Transport,H1,406,44,2,10.837,0.493,Video - YouTube,,,70,"YouTube video: ""These E-Buses are Viable and Sustainable"" by Megha Engineering and Infrastructures Ltd. Segment: Employee Transport; hypothesis H1. Engagement: 406 views, 44 likes, 2 comments (like rate 10.837%).",2026-07-18T09:32:42.925838+00:00
video_072_uTLYbfPLJQQ,video,include,,How to charge an Electric Bus!,Electric Vehicle Charging NI,How to charge an Electric Bus!,https://www.youtube.com/watch?v=uTLYbfPLJQQ,https://img.youtube.com/vi/uTLYbfPLJQQ/maxresdefault.jpg,maxresdefault,General,H1,88,5,2,5.682,2.273,Video - YouTube,,,70,"YouTube video: ""How to charge an Electric Bus!"" by Electric Vehicle Charging NI. Segment: General; hypothesis H1. Engagement: 88 views, 5 likes, 2 comments (like rate 5.682%).",2026-07-18T09:32:42.925838+00:00
video_073_NwB6tRJUbOM,video,include,,Electric Bus Problems & Solutions,Trimet 101,Electric Bus Problems & Solutions,https://www.youtube.com/watch?v=NwB6tRJUbOM,https://img.youtube.com/vi/NwB6tRJUbOM/maxresdefault.jpg,maxresdefault,General,H1,339,8,5,2.36,1.475,Video - YouTube,,,70,"YouTube video: ""Electric Bus Problems & Solutions"" by Trimet 101. Segment: General; hypothesis H1. Engagement: 339 views, 8 likes, 5 comments (like rate 2.36%).",2026-07-18T09:32:42.925838+00:00
video_074_HL1xhU45ELs,video,include,,Electric Bus Service for the greater benefit of public has established by government of the sindh.,Opulence Realtors and Builders,Electric Bus Service for the greater benefit of public has established by government of the sindh.,https://www.youtube.com/watch?v=HL1xhU45ELs,https://img.youtube.com/vi/HL1xhU45ELs/maxresdefault.jpg,maxresdefault,Employee Transport,H1,734,4,,0.545,,Video - YouTube,,,70,"YouTube video: ""Electric Bus Service for the greater benefit of public has established by government of the sindh."" by Opulence Realtors and Builders. Segment: Employee Transport; hypothesis H1. Engagement: 734 views, 4 likes (like rate 0.545%).",2026-07-18T09:32:42.925838+00:00
video_075_u5TCBQwJTjY,video,include,,Shuttl India - Ashden Award 2018,This Planet,Shuttl India - Ashden Award 2018,https://www.youtube.com/watch?v=u5TCBQwJTjY,https://img.youtube.com/vi/u5TCBQwJTjY/maxresdefault.jpg,maxresdefault,Employee Transport,H1,458,5,2,1.092,0.437,Video - YouTube,,,70,"YouTube video: ""Shuttl India - Ashden Award 2018"" by This Planet. Segment: Employee Transport; hypothesis H1. Engagement: 458 views, 5 likes, 2 comments (like rate 1.092%).",2026-07-18T09:32:42.925838+00:00
video_076_kdJ907B_Evw,video,include,,Office Transport Solutions Conclave | PMPML meets IT firms & MIDC Industry Authorities,PMPML Pune,Office Transport Solutions Conclave | PMPML meets IT firms & MIDC Industry Authorities,https://www.youtube.com/watch?v=kdJ907B_Evw,https://img.youtube.com/vi/kdJ907B_Evw/hqdefault.jpg,hqdefault,Employee Transport,H1,165,7,,4.242,,Video - YouTube,,,70,"YouTube video: ""Office Transport Solutions Conclave | PMPML meets IT firms & MIDC Industry Authorities"" by PMPML Pune. Segment: Employee Transport; hypothesis H1. Engagement: 165 views, 7 likes (like rate 4.242%).",2026-07-18T09:32:42.925838+00:00
video_077_nEZ7m0CMASw,video,include,,CATS discusses electric bus issues,WCNC,CATS discusses electric bus issues,https://www.youtube.com/watch?v=nEZ7m0CMASw,https://img.youtube.com/vi/nEZ7m0CMASw/hqdefault.jpg,hqdefault,General,H1,978,18,3,1.84,0.307,Video - YouTube,,,70,"YouTube video: ""CATS discusses electric bus issues"" by WCNC. Segment: General; hypothesis H1. Engagement: 978 views, 18 likes, 3 comments (like rate 1.84%).",2026-07-18T09:32:42.925838+00:00
video_078_7wDJ-BENGaY,video,include,,FLASH Charging Electric Buses in JUST 20 Seconds At Bus Stop (ABB TOSA),Aditya Bhat,FLASH Charging Electric Buses in JUST 20 Seconds At Bus Stop (ABB TOSA),https://www.youtube.com/watch?v=7wDJ-BENGaY,https://img.youtube.com/vi/7wDJ-BENGaY/maxresdefault.jpg,maxresdefault,General,H1,249,12,4,4.819,1.606,Video - YouTube,,,70,"YouTube video: ""FLASH Charging Electric Buses in JUST 20 Seconds At Bus Stop (ABB TOSA)"" by Aditya Bhat. Segment: General; hypothesis H1. Engagement: 249 views, 12 likes, 4 comments (like rate 4.819%).",2026-07-18T09:32:42.925838+00:00
video_079_TMRQAK26FCE,video,include,,EV Charging Problem | ChargeZone Resolves Issues Of EV Charging: CEO Kartikey Hariyani,NDTV World,EV Charging Problem | ChargeZone Resolves Issues Of EV Charging: CEO Kartikey Hariyani,https://www.youtube.com/watch?v=TMRQAK26FCE,https://img.youtube.com/vi/TMRQAK26FCE/maxresdefault.jpg,maxresdefault,General,H1,118,2,,1.695,,Video - YouTube,,,70,"YouTube video: ""EV Charging Problem | ChargeZone Resolves Issues Of EV Charging: CEO Kartikey Hariyani"" by NDTV World. Segment: General; hypothesis H1. Engagement: 118 views, 2 likes (like rate 1.695%).",2026-07-18T09:32:42.925838+00:00
image_000,image_source,include,,OEM School/Staff EV Bus Product Pages,"Tata Motors, JBM, Olectra, SML Isuzu, Eicher",OEM School/Staff EV Bus Product Pages,https://busesandvans.tatamotors.com/brand/starbus | https://www.jbmgroup.com/buses-electric-vehicles/ | https://olectra.com/,https://px.ads.linkedin.com/collect/?pid=7145705&fmt=gif,page_harvest,,,,,,,,EV Product & Safety Imagery,10,9,95,"Image source: OEM School/Staff EV Bus Product Pages (Tata Motors, JBM, Olectra, SML Isuzu, Eicher). Official product images of school and staff EV buses showing interiors, safety features, and branding Category: EV Product & Safety Imagery. Harvested 34 image URLs.",2026-07-18T09:33:09.941333+00:00
image_001,image_source,no_url,concept row without direct URL - case-by-case curation needed,School and Corporate Fleet Photo Archives,"Schools, IT parks, corporates, media outlets",School and Corporate Fleet Photo Archives,,,,,,,,,,,Campus & Fleet Imagery,8,8,80,"Image source: School and Corporate Fleet Photo Archives (Schools, IT parks, corporates, media outlets). Images of school and staff bus fleets, campus charging setups, and safety equipment from press and institutional sites Category: Campus & Fleet Imagery.",2026-07-18T09:33:09.941333+00:00
image_002,image_source,include,,JBM Electric School Bus product page imagery,JBM Auto,JBM Electric School Bus product page imagery,https://jbmbuses.com/school-bus/,https://jbmbuses.com/wp-content/uploads/elementor/thumbs/brake-disc-qw9q3ty4f06kesp4eof4srhma5qveqsdpex03cazbs.webp,page_harvest,,,,,,,,EV Product & Safety Imagery,9,9,90,"Image source: JBM Electric School Bus product page imagery (JBM Auto). Official page for JBM e-school buses: monocoque structure, EBS/ABS disc brakes, safety-feature visuals and interiors Category: EV Product & Safety Imagery. Harvested 12 image URLs.",2026-07-18T09:33:09.941333+00:00
image_003,image_source,include,,Eicher Skyline Pro-E 9m electric school bus page imagery,VE Commercial Vehicles (Eicher),Eicher Skyline Pro-E 9m electric school bus page imagery,https://www.eichertrucksandbuses.com/buses/electric-bus/school-bus/skyline-pro-e-9m-3,https://cms.eichertrucksandbuses.com/uploads/truck/img/EV-9m-school-bus.png,page_harvest,,,,,,,,EV Product & Safety Imagery,9,9,90,Image source: Eicher Skyline Pro-E 9m electric school bus page imagery (VE Commercial Vehicles (Eicher)). Official product page for the Skyline Pro-E 9m e-school bus with exterior/interior and safety-feature visuals Category: EV Product & Safety Imagery. Harvested 12 image URLs.,2026-07-18T09:33:09.941333+00:00
